Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0006006,glucose metabolic process,19_GO:0008152 metabolic process,-8.8,24,13,30244,118,86,8,9.3,3.1,1737|2023|2203|5230|5236|6652|7167|130589,DLAT|ENO1|FBP1|PGK1|PGM1|SORD|TPI1|GALM,-6.2,MyList
WikiPathways,27,WP534,Glycolysis and gluconeogenesis,,-8.5,47,16,30244,45,86,6,7,2.7,1737|1738|2023|2203|5230|7167,DLAT|DLD|ENO1|FBP1|PGK1|TPI1,-5.9,MyList
KEGG Pathway,24,hsa00230,Purine metabolism,,-8.5,22,13,30244,128,86,8,9.3,3.1,158|353|2987|3614|3704|5236|5471|122481,ADSL|APRT|GUK1|IMPDH1|ITPA|PGM1|PPAT|AK7,-5.9,MyList
WikiPathways,27,WP4224,Purine metabolism and related disorders,,-8.4,80,20,30244,22,86,5,5.8,2.5,158|353|3614|3704|5471,ADSL|APRT|IMPDH1|ITPA|PPAT,-5.8,MyList
WikiPathways,27,WP4018,Clear cell renal cell carcinoma pathways,,-8.3,29,14,30244,86,86,7,8.1,2.9,2023|5230|5236|5723|6470|7167|26227,ENO1|PGK1|PGM1|PSPH|SHMT1|TPI1|PHGDH,-5.7,MyList
GO Biological Processes,19,GO:0046365,monosaccharide catabolic process,19_GO:0008152 metabolic process,-8.3,43,16,30244,49,86,6,7,2.7,2023|2582|5230|7167|9942|130589,ENO1|GALE|PGK1|TPI1|XYLB|GALM,-5.7,MyList
GO Biological Processes,19,GO:0009259,ribonucleotide metabolic process,19_GO:0008152 metabolic process,-8.2,11,9.9,30244,360,86,11,13,3.6,158|353|1503|1737|1738|2180|2987|3614|3704|5471|55902,ADSL|APRT|CTPS1|DLAT|DLD|ACSL1|GUK1|IMPDH1|ITPA|PPAT|ACSS2,-5.7,MyList
GO Biological Processes,19,GO:0019319,hexose biosynthetic process,19_GO:0008152 metabolic process,-8.1,41,15,30244,51,86,6,7,2.7,2023|2203|5230|5236|6652|7167,ENO1|FBP1|PGK1|PGM1|SORD|TPI1,-5.6,MyList
GO Biological Processes,19,GO:0009260,ribonucleotide biosynthetic process,19_GO:0008152 metabolic process,-8.1,15,11,30244,208,86,9,10,3.3,158|353|1503|1737|1738|2180|3614|5471|55902,ADSL|APRT|CTPS1|DLAT|DLD|ACSL1|IMPDH1|PPAT|ACSS2,-5.6,MyList
GO Biological Processes,19,GO:0046390,ribose phosphate biosynthetic process,19_GO:0008152 metabolic process,-7.9,15,11,30244,215,86,9,10,3.3,158|353|1503|1737|1738|2180|3614|5471|55902,ADSL|APRT|CTPS1|DLAT|DLD|ACSL1|IMPDH1|PPAT|ACSS2,-5.4,MyList
GO Biological Processes,19,GO:0046037,GMP metabolic process,19_GO:0008152 metabolic process,-7.9,65,18,30244,27,86,5,5.8,2.5,158|353|2987|3614|5471,ADSL|APRT|GUK1|IMPDH1|PPAT,-5.4,MyList
GO Biological Processes,19,GO:0006790,sulfur compound metabolic process,19_GO:0008152 metabolic process,-7.7,11,9.8,30244,308,86,10,12,3.5,1737|1738|2180|3313|4357|4482|9054|26227|27430|55902,DLAT|DLD|ACSL1|HSPA9|MPST|MSRA|NFS1|PHGDH|MAT2B|ACSS2,-5.2,MyList
GO Biological Processes,19,GO:0006164,purine nucleotide biosynthetic process,19_GO:0008152 metabolic process,-7.7,14,10,30244,229,86,9,10,3.3,158|353|1737|1738|2180|2987|3614|5471|55902,ADSL|APRT|DLAT|DLD|ACSL1|GUK1|IMPDH1|PPAT|ACSS2,-5.2,MyList
GO Biological Processes,19,GO:0006081,cellular aldehyde metabolic process,19_GO:0008152 metabolic process,-7.7,35,14,30244,61,86,6,7,2.7,128|2098|3417|6888|7167|55163,ADH5|ESD|IDH1|TALDO1|TPI1|PNPO,-5.2,MyList
GO Biological Processes,19,GO:0009060,aerobic respiration,19_GO:0008152 metabolic process,-7.7,17,11,30244,163,86,8,9.3,3.1,48|158|1352|1737|1738|2271|3417|5018,ACO1|ADSL|COX10|DLAT|DLD|FH|IDH1|OXA1L,-5.2,MyList
KEGG Pathway,24,hsa00030,Pentose phosphate pathway,,-7.7,59,17,30244,30,86,5,5.8,2.5,2203|5226|5236|6888|22934,FBP1|PGD|PGM1|TALDO1|RPIA,-5.2,MyList
Reactome Gene Sets,6,R-HSA-499943,Interconversion of nucleotide di- and triphosphates,,-7.7,59,17,30244,30,86,5,5.8,2.5,1503|1841|2745|2987|122481,CTPS1|DTYMK|GLRX|GUK1|AK7,-5.2,MyList
KEGG Pathway,24,hsa00020,Citrate cycle (TCA cycle),,-7.7,59,17,30244,30,86,5,5.8,2.5,48|1737|1738|2271|3417,ACO1|DLAT|DLD|FH|IDH1,-5.2,MyList
WikiPathways,27,WP4792,Purine metabolism,,-7.4,1.1e+02,21,30244,13,86,4,4.7,2.3,158|353|3614|3704,ADSL|APRT|IMPDH1|ITPA,-4.9,MyList
WikiPathways,27,WP143,Fatty acid beta-oxidation,,-7.4,52,16,30244,34,86,5,5.8,2.5,1738|2180|2820|7167|55902,DLD|ACSL1|GPD2|TPI1|ACSS2,-4.9,MyList
GO Biological Processes,19,GO:0006090,pyruvate metabolic process,19_GO:0008152 metabolic process,-7.3,31,13,30244,69,86,6,7,2.7,1737|1738|2023|5230|5236|7167,DLAT|DLD|ENO1|PGK1|PGM1|TPI1,-4.9,MyList
GO Biological Processes,19,GO:0009150,purine ribonucleotide metabolic process,19_GO:0008152 metabolic process,-7.3,10,9.2,30244,341,86,10,12,3.5,158|353|1737|1738|2180|2987|3614|3704|5471|55902,ADSL|APRT|DLAT|DLD|ACSL1|GUK1|IMPDH1|ITPA|PPAT|ACSS2,-4.9,MyList
WikiPathways,27,WP5178,Disorders of fructose metabolism,,-7.2,1e+02,20,30244,14,86,4,4.7,2.3,2203|5236|6652|7167,FBP1|PGM1|SORD|TPI1,-4.8,MyList
GO Biological Processes,19,GO:0006177,GMP biosynthetic process,19_GO:0008152 metabolic process,-7.2,1e+02,20,30244,14,86,4,4.7,2.3,158|353|3614|5471,ADSL|APRT|IMPDH1|PPAT,-4.8,MyList
GO Biological Processes,19,GO:0009152,purine ribonucleotide biosynthetic process,19_GO:0008152 metabolic process,-7.1,15,10,30244,194,86,8,9.3,3.1,158|353|1737|1738|2180|3614|5471|55902,ADSL|APRT|DLAT|DLD|ACSL1|IMPDH1|PPAT|ACSS2,-4.6,MyList
GO Biological Processes,19,GO:0019320,hexose catabolic process,19_GO:0008152 metabolic process,-6.9,43,14,30244,41,86,5,5.8,2.5,2023|2582|5230|7167|130589,ENO1|GALE|PGK1|TPI1|GALM,-4.5,MyList
